,date,change_perc1,change_perc2,open,high,low,close,avg,volume_match,volume_reconcile,adjust,change_perc,value_match,value_reconcile
14,14/11/2019,,,17.20,17.20,17.20,17.20,,0,0,12.13,0.00 (0.00 %),0,0
15,13/11/2019,,,17.20,17.20,17.20,17.20,,0,0,12.13,0.00 (0.00 %),0,0
16,12/11/2019,,,17.00,17.20,16.15,17.20,,30,0,12.13,0.40 (2.38 %),1000000,0
17,11/11/2019,,,16.80,16.80,16.80,16.80,,0,0,11.85,0.00 (0.00 %),0,0
18,08/11/2019,,,16.30,16.80,16.20,16.80,,480,0,11.85,-0.20 (-1.18 %),8000000,0
19,07/11/2019,,,17.00,17.00,17.00,17.00,,0,0,11.99,0.00 (0.00 %),0,0
20,06/11/2019,,,17.00,17.00,17.00,17.00,,0,0,11.99,0.00 (0.00 %),0,0
21,05/11/2019,,,17.00,17.00,17.00,17.00,,0,0,11.99,0.00 (0.00 %),0,0
2,04/11/2019,,,17.00,17.00,17.00,17.00,,110000,0,11.99,0.50 (3.03 %),1870000000,0
3,01/11/2019,,,16.50,16.50,16.50,16.50,,10,0,11.64,-0.10 (-0.60 %),0,0
4,31/10/2019,,,16.50,17.20,16.50,16.60,,118490,0,11.71,0.10 (0.61 %),2014000000,0
5,30/10/2019,,,16.50,16.50,16.50,16.50,,0,0,11.64,0.00 (0.00 %),0,0
6,29/10/2019,,,16.50,16.50,16.50,16.50,,0,0,11.64,0.00 (0.00 %),0,0
7,28/10/2019,,,16.50,16.50,16.50,16.50,,120,0,11.64,-0.50 (-2.94 %),2000000,0
8,25/10/2019,,,17.00,17.00,17.00,17.00,,0,0,11.99,0.00 (0.00 %),0,0
9,24/10/2019,,,16.50,17.00,16.50,17.00,,100500,0,11.99,0.80 (4.94 %),1706000000,0
10,23/10/2019,,,16.20,16.20,16.20,16.20,,60,0,11.42,0.00 (0.00 %),1000000,0
11,22/10/2019,,,16.20,16.20,16.20,16.20,,20,0,11.42,0.05 (0.31 %),0,0
12,21/10/2019,,,16.15,16.15,16.15,16.15,,10,0,11.39,-0.25 (-1.52 %),0,0
13,18/10/2019,,,16.40,16.40,16.40,16.40,,10,0,11.57,0.00 (0.00 %),0,0
14,17/10/2019,,,16.40,16.40,16.40,16.40,,30,0,11.57,-0.10 (-0.61 %),0,0
15,16/10/2019,,,16.50,16.50,16.50,16.50,,0,0,11.64,0.00 (0.00 %),0,0
16,15/10/2019,,,16.50,16.50,16.50,16.50,,390,0,11.64,0.00 (0.00 %),6000000,0
17,14/10/2019,,,16.50,16.50,16.50,16.50,,130,0,11.64,0.00 (0.00 %),2000000,0
18,11/10/2019,,,16.50,16.50,16.50,16.50,,500,0,11.64,0.10 (0.61 %),8000000,0
19,10/10/2019,,,16.40,16.40,16.40,16.40,,550,0,11.57,-0.05 (-0.30 %),9000000,0
20,09/10/2019,,,16.45,16.45,16.45,16.45,,30,0,11.60,0.05 (0.30 %),0,0
21,08/10/2019,,,16.40,16.45,16.40,16.40,,1410,0,11.57,-0.40 (-2.38 %),23000000,0
2,07/10/2019,,,16.80,16.80,16.80,16.80,,0,0,11.85,0.00 (0.00 %),0,0
3,04/10/2019,,,16.80,16.80,16.80,16.80,,0,0,11.85,0.00 (0.00 %),0,0
4,03/10/2019,,,16.50,16.80,16.50,16.80,,1420,0,11.85,0.30 (1.82 %),24000000,0
5,02/10/2019,,,16.60,16.60,16.50,16.50,,3130,0,11.64,-0.10 (-0.60 %),52000000,0
6,01/10/2019,,,16.70,16.70,16.60,16.60,,3170,0,11.71,-0.20 (-1.19 %),53000000,0
7,30/09/2019,,,16.80,16.80,16.70,16.80,,5750,0,11.85,0.00 (0.00 %),97000000,0
8,27/09/2019,,,16.80,16.95,16.80,16.80,,380,0,11.85,0.00 (0.00 %),6000000,0
9,26/09/2019,,,16.80,16.80,16.80,16.80,,420,0,11.85,0.00 (0.00 %),7000000,0
10,25/09/2019,,,16.80,17.00,16.80,16.80,,4030,0,11.85,0.05 (0.30 %),68000000,0
11,24/09/2019,,,16.75,16.75,16.75,16.75,,30,0,11.81,-1.00 (-5.63 %),1000000,0
12,23/09/2019,,,16.75,17.75,16.75,17.75,,410,0,12.52,-0.15 (-0.84 %),7000000,0
13,20/09/2019,,,17.90,17.90,17.90,17.90,,0,0,12.62,0.00 (0.00 %),0,0
14,19/09/2019,,,17.90,17.90,17.90,17.90,,0,0,12.62,0.00 (0.00 %),0,0
15,18/09/2019,,,17.90,17.90,17.90,17.90,,0,0,12.62,0.00 (0.00 %),0,0
16,17/09/2019,,,17.90,17.90,17.90,17.90,,0,0,12.62,0.00 (0.00 %),0,0
17,16/09/2019,,,17.90,17.90,17.90,17.90,,0,0,12.62,0.00 (0.00 %),0,0
18,13/09/2019,,,17.90,17.90,17.90,17.90,,0,0,12.62,0.00 (0.00 %),0,0
19,12/09/2019,,,17.90,17.90,17.90,17.90,,10,0,12.62,0.55 (3.17 %),0,0
20,11/09/2019,,,17.45,17.45,16.70,17.35,,1030,0,12.24,0.00 (0.00 %),17000000,0
21,10/09/2019,,,17.35,17.35,17.35,17.35,,0,0,12.24,0.00 (0.00 %),0,0
2,09/09/2019,,,17.35,17.35,16.70,17.35,,122580,0,12.24,0.00 (0.00 %),2127000000,0
3,06/09/2019,,,17.35,17.35,17.35,17.35,,0,0,12.24,0.00 (0.00 %),0,0
4,05/09/2019,,,17.35,17.35,17.35,17.35,,0,0,12.24,0.00 (0.00 %),0,0
5,04/09/2019,,,17.35,17.35,17.35,17.35,,0,0,12.24,0.00 (0.00 %),0,0
6,03/09/2019,,,17.35,17.35,17.35,17.35,,10,0,12.24,0.00 (0.00 %),0,0
7,30/08/2019,,,17.35,17.35,17.35,17.35,,10,0,12.24,0.35 (2.06 %),0,0
8,29/08/2019,,,16.90,17.00,16.90,17.00,,1850,0,11.99,0.20 (1.19 %),31000000,0
9,28/08/2019,,,16.60,16.80,16.60,16.80,,200,0,11.85,-0.05 (-0.30 %),3000000,0
10,27/08/2019,,,16.85,16.85,16.85,16.85,,20,0,11.88,0.25 (1.51 %),0,0
11,26/08/2019,,,16.75,16.75,16.60,16.60,,1010,0,11.71,0.10 (0.61 %),17000000,0
12,23/08/2019,,,16.50,16.50,16.50,16.50,,1850,0,11.64,-0.60 (-3.51 %),31000000,0
13,22/08/2019,,,16.30,17.10,16.30,17.10,,20,0,12.06,-0.20 (-1.16 %),0,0
14,21/08/2019,,,17.30,17.30,17.30,17.30,,0,0,12.20,0.00 (0.00 %),0,0
15,20/08/2019,,,17.30,17.30,17.30,17.30,,10,0,12.20,1.10 (6.79 %),0,0
16,19/08/2019,,,16.30,16.30,16.20,16.20,,1360,0,11.42,-1.20 (-6.90 %),22000000,0
17,16/08/2019,,,17.40,17.40,17.40,17.40,,0,0,12.27,0.00 (0.00 %),0,0
18,15/08/2019,,,17.40,17.40,17.40,17.40,,0,0,12.27,0.00 (0.00 %),0,0
19,14/08/2019,,,17.40,17.40,17.40,17.40,,40,0,12.27,-0.60 (-3.33 %),1000000,0
20,13/08/2019,,,18.00,18.00,18.00,18.00,,50,0,12.69,0.80 (4.65 %),1000000,0
21,12/08/2019,,,16.10,17.20,16.10,17.20,,910,0,12.13,1.10 (6.83 %),15000000,0
2,09/08/2019,,,16.10,16.10,16.10,16.10,,0,0,11.35,0.00 (0.00 %),0,0
3,08/08/2019,,,16.10,16.10,16.10,16.10,,0,0,11.35,0.00 (0.00 %),0,0
4,07/08/2019,,,16.10,16.10,16.10,16.10,,0,0,11.35,0.00 (0.00 %),0,0
5,06/08/2019,,,16.10,16.10,16.10,16.10,,1710,0,11.35,-0.20 (-1.23 %),28000000,0
6,05/08/2019,,,16.30,16.30,16.30,16.30,,0,0,11.49,0.00 (0.00 %),0,0
7,02/08/2019,,,16.30,16.30,16.30,16.30,,0,0,11.49,0.00 (0.00 %),0,0
8,01/08/2019,,,16.30,16.30,16.30,16.30,,0,0,11.49,0.00 (0.00 %),0,0
9,31/07/2019,,,16.30,16.30,16.30,16.30,,2060,0,11.49,-0.20 (-1.21 %),34000000,0
10,30/07/2019,,,16.35,16.50,16.30,16.50,,7000,0,11.64,0.20 (1.23 %),115000000,0
11,29/07/2019,,,16.30,16.30,16.30,16.30,,0,0,11.49,0.00 (0.00 %),0,0
12,26/07/2019,,,16.35,16.35,16.30,16.30,,1000,0,11.49,0.00 (0.00 %),16000000,0
13,25/07/2019,,,16.30,16.30,16.30,16.30,,680,0,11.49,0.15 (0.93 %),11000000,0
14,24/07/2019,,,17.45,17.45,16.15,16.15,,20,0,11.39,-0.20 (-1.22 %),0,0
15,23/07/2019,,,17.30,17.30,16.35,16.35,,30,0,11.53,0.15 (0.93 %),1000000,0
16,22/07/2019,,,16.20,16.20,16.20,16.20,,1000,0,11.42,0.15 (0.93 %),16000000,0
17,19/07/2019,,,16.05,16.05,16.05,16.05,,10,0,11.32,-1.05 (-6.14 %),0,0
18,18/07/2019,,,17.10,17.10,17.10,17.10,,10,0,12.06,0.00 (0.00 %),0,0
19,17/07/2019,,,17.10,17.10,17.10,17.10,,0,0,12.06,0.00 (0.00 %),0,0
20,16/07/2019,,,17.10,17.10,17.10,17.10,,1000,0,12.06,-0.10 (-0.58 %),17000000,0
21,15/07/2019,,,17.20,17.20,17.20,17.20,,10,0,12.13,-0.40 (-2.27 %),0,0
2,12/07/2019,,,17.60,17.60,17.60,17.60,,0,0,12.41,0.00 (0.00 %),0,0
3,11/07/2019,,,17.60,17.60,17.60,17.60,,10,0,12.41,0.00 (0.00 %),0,0
4,10/07/2019,,,17.60,17.60,17.60,17.60,,0,0,12.41,0.00 (0.00 %),0,0
5,09/07/2019,,,17.70,18.40,17.50,17.60,,2672750,0,12.41,0.40 (2.33 %),48011000000,0
6,08/07/2019,,,17.20,17.20,17.20,17.20,,0,0,12.13,0.00 (0.00 %),0,0
7,05/07/2019,,,17.20,17.20,17.20,17.20,,0,0,12.13,0.00 (0.00 %),0,0
8,04/07/2019,,,17.85,17.20,16.90,17.20,,540,0,12.13,0.30 (1.78 %),9000000,0
9,03/07/2019,,,17.85,17.90,16.90,16.90,,310850,0,11.92,0.05 (0.30 %),5555000000,0
10,02/07/2019,,,16.85,18.00,16.85,16.85,,5010,0,11.88,-0.15 (-0.88 %),90000000,0
11,01/07/2019,,,17.00,17.00,17.00,17.00,,0,0,11.99,0.00 (0.00 %),0,0
12,28/06/2019,,,17.00,17.00,17.00,17.00,,0,0,11.99,0.00 (0.00 %),0,0
13,27/06/2019,,,17.00,17.00,17.00,17.00,,0,0,11.99,0.00 (0.00 %),0,0
14,26/06/2019,,,17.00,17.00,16.80,17.00,,5310,0,11.99,0.00 (0.00 %),90000000,0
15,25/06/2019,,,17.00,17.00,17.00,17.00,,5000,0,11.99,0.15 (0.89 %),85000000,0
16,24/06/2019,,,16.90,16.90,16.85,16.85,,40,0,11.88,0.05 (0.30 %),1000000,0
17,21/06/2019,,,16.80,16.80,16.80,16.80,,6210,0,11.85,0.00 (0.00 %),104000000,0
18,20/06/2019,,,17.45,17.45,16.65,16.80,,1840,0,11.85,-0.65 (-3.72 %),31000000,0
19,19/06/2019,,,17.45,17.45,17.40,17.45,,25910,0,12.31,0.20 (1.16 %),452000000,0
20,18/06/2019,,,17.25,17.25,17.25,17.25,,80,0,12.16,0.75 (4.55 %),1000000,0
21,17/06/2019,,,16.50,16.50,16.50,16.50,,510,0,11.64,-1.10 (-6.25 %),8000000,0
2,14/06/2019,,,17.60,17.60,17.60,17.60,,0,0,12.41,0.00 (0.00 %),0,0
3,13/06/2019,,,16.60,17.60,16.60,17.60,,8150,0,12.41,1.00 (6.02 %),135000000,0
4,12/06/2019,,,16.60,16.70,16.60,16.60,,1600,0,11.71,0.00 (0.00 %),27000000,0
5,11/06/2019,,,16.60,16.60,16.60,16.60,,260,0,11.71,0.00 (0.00 %),4000000,0
6,10/06/2019,,,16.60,16.60,16.60,16.60,,0,0,11.71,0.00 (0.00 %),0,0
7,07/06/2019,,,16.60,16.60,16.60,16.60,,1170,0,11.71,0.20 (1.22 %),19000000,0
8,06/06/2019,,,16.40,16.40,16.40,16.40,,240,0,11.57,-0.10 (-0.61 %),4000000,0
9,05/06/2019,,,16.50,16.50,16.50,16.50,,0,0,11.64,0.00 (0.00 %),0,0
10,04/06/2019,,,16.50,16.50,16.50,16.50,,0,0,11.64,0.00 (0.00 %),0,0
11,03/06/2019,,,16.65,16.65,16.50,16.50,,2070,0,11.64,-0.15 (-0.90 %),34000000,0
12,31/05/2019,,,16.70,16.70,16.65,16.65,,20,0,11.74,0.25 (1.52 %),0,0
13,30/05/2019,,,16.40,16.40,16.40,16.40,,20,0,11.57,0.00 (0.00 %),0,0
14,29/05/2019,,,16.40,16.40,16.40,16.40,,0,0,11.57,0.00 (0.00 %),0,0
15,28/05/2019,,,16.30,16.40,16.30,16.40,,60,0,11.57,-0.80 (-4.65 %),1000000,0
16,27/05/2019,,,17.20,17.20,17.20,17.20,,1580,0,12.13,0.00 (0.00 %),27000000,0
17,24/05/2019,,,17.20,17.20,17.20,17.20,,0,0,12.13,0.00 (0.00 %),0,0
18,23/05/2019,,,17.40,18.00,17.00,17.20,,501920,0,12.13,0.00 (0.00 %),8733000000,0
19,22/05/2019,,,17.20,17.20,17.20,17.20,,0,0,12.13,0.00 (0.00 %),0,0
20,21/05/2019,,,17.20,17.20,17.20,17.20,,0,0,12.13,0.00 (0.00 %),0,0
21,20/05/2019,,,17.10,17.20,17.10,17.20,,1526100,0,12.13,0.30 (1.78 %),26248000000,0
2,17/05/2019,,,16.90,16.90,16.90,16.90,,630,0,11.92,-0.10 (-0.59 %),11000000,0
3,16/05/2019,,,17.00,17.00,17.00,17.00,,6300,0,11.99,0.10 (0.59 %),107000000,0
4,15/05/2019,,,16.60,17.20,16.60,16.90,,1025550,0,11.92,0.60 (3.68 %),17638000000,0
5,14/05/2019,,,16.30,16.30,16.30,16.30,,0,0,11.49,0.00 (0.00 %),0,0
6,13/05/2019,,,16.30,16.30,16.30,16.30,,0,0,11.49,0.00 (0.00 %),0,0
7,10/05/2019,,,16.30,16.30,16.30,16.30,,0,0,11.49,0.00 (0.00 %),0,0
8,09/05/2019,,,16.30,16.30,16.30,16.30,,0,0,11.49,0.00 (0.00 %),0,0
9,08/05/2019,,,16.25,16.30,16.25,16.30,,19330,0,11.49,0.00 (0.00 %),315000000,0
10,07/05/2019,,,16.30,16.30,16.30,16.30,,2000,0,11.49,0.00 (0.00 %),33000000,0
11,06/05/2019,,,15.60,16.30,15.55,16.30,,700,0,11.49,-0.40 (-2.40 %),11000000,0
12,03/05/2019,,,16.70,16.70,16.70,16.70,,10,0,11.78,0.70 (4.38 %),0,0
13,02/05/2019,,,16.00,16.80,16.00,16.00,,1000,0,11.28,0.20 (1.27 %),16000000,0
14,26/04/2019,,,15.65,16.90,15.65,15.80,,7300,0,11.14,0.00 (0.00 %),121000000,0
15,25/04/2019,,,15.80,15.80,15.80,15.80,,210,0,11.14,-0.20 (-1.25 %),3000000,0
16,24/04/2019,,,16.00,16.00,16.00,16.00,,20,0,11.28,-0.60 (-3.61 %),0,0
17,23/04/2019,,,16.60,16.60,16.60,16.60,,0,0,11.71,0.00 (0.00 %),0,0
18,22/04/2019,,,16.60,16.60,16.60,16.60,,2270,0,11.71,0.00 (0.00 %),38000000,0
19,19/04/2019,,,16.60,16.60,15.80,16.60,,550,0,11.71,0.00 (0.00 %),9000000,0
20,18/04/2019,,,16.80,16.80,16.60,16.60,,310,0,11.71,-0.05 (-0.30 %),5000000,0
21,17/04/2019,,,16.90,16.90,16.65,16.65,,10500,0,11.74,-0.15 (-0.89 %),177000000,0
2,16/04/2019,,,16.40,16.80,16.40,16.80,,110,0,11.85,0.30 (1.82 %),2000000,0
3,12/04/2019,,,16.50,16.50,16.50,16.50,,1200,0,11.64,0.05 (0.30 %),20000000,0
4,11/04/2019,,,15.30,16.45,15.20,16.45,,1020,0,11.60,0.45 (2.81 %),16000000,0
5,10/04/2019,,,16.00,16.00,16.00,16.00,,2720,0,11.28,-1.00 (-5.88 %),44000000,0
6,09/04/2019,,,17.00,17.00,17.00,17.00,,0,0,11.99,0.00 (0.00 %),0,0
7,08/04/2019,,,15.75,17.00,15.75,17.00,,20,0,11.99,0.50 (3.03 %),0,0
8,05/04/2019,,,16.50,16.50,16.50,16.50,,0,0,11.64,0.00 (0.00 %),0,0
9,04/04/2019,,,16.50,16.50,16.00,16.50,,12520,0,11.64,0.00 (0.00 %),207000000,0
10,03/04/2019,,,16.50,16.50,16.50,16.50,,0,0,11.64,0.00 (0.00 %),0,0
11,02/04/2019,,,16.50,16.50,16.50,16.50,,0,0,11.64,0.00 (0.00 %),0,0
12,01/04/2019,,,16.50,16.50,16.50,16.50,,0,0,11.64,0.00 (0.00 %),0,0
13,29/03/2019,,,16.50,16.50,16.50,16.50,,0,0,11.64,0.00 (0.00 %),0,0
14,28/03/2019,,,16.50,16.50,16.50,16.50,,0,0,11.64,0.00 (0.00 %),0,0
15,27/03/2019,,,16.50,16.50,16.45,16.50,,8580,0,11.64,0.05 (0.30 %),142000000,0
16,26/03/2019,,,16.45,16.45,16.45,16.45,,300,0,11.60,0.00 (0.00 %),5000000,0
17,25/03/2019,,,16.40,16.45,16.40,16.45,,210,0,11.60,0.80 (5.11 %),3000000,0
18,22/03/2019,,,15.65,15.65,15.65,15.65,,30,0,11.04,0.00 (0.00 %),0,0
19,21/03/2019,,,15.65,15.65,15.65,15.65,,110,0,11.04,-0.10 (-0.63 %),2000000,0
20,20/03/2019,,,15.50,16.55,15.50,15.75,,52070,0,11.11,0.15 (0.96 %),859000000,0
21,19/03/2019,,,17.60,17.60,15.60,15.60,,720,0,11.00,-1.00 (-6.02 %),11000000,0
2,18/03/2019,,,15.60,16.60,15.60,16.60,,20,0,11.71,0.00 (0.00 %),0,0
3,15/03/2019,,,16.95,16.95,16.60,16.60,,3020,0,11.71,-1.10 (-6.21 %),51000000,0
4,14/03/2019,,,18.00,18.00,15.75,17.70,,5430,0,12.48,0.80 (4.73 %),96000000,0
5,13/03/2019,,,16.95,16.95,16.90,16.90,,14870,0,11.92,1.05 (6.62 %),251000000,0
6,12/03/2019,,,15.85,15.85,15.80,15.85,,3830,0,11.18,1.00 (6.73 %),61000000,0
7,11/03/2019,,,14.65,16.65,14.65,14.85,,410,0,10.47,-0.75 (-4.81 %),7000000,0
8,08/03/2019,,,14.85,15.60,14.85,15.60,,40,0,11.00,-0.20 (-1.27 %),1000000,0
9,07/03/2019,,,15.55,15.80,15.55,15.80,,570,0,11.14,-0.20 (-1.25 %),9000000,0
10,06/03/2019,,,16.40,16.40,16.00,16.00,,640,0,11.28,-0.40 (-2.44 %),10000000,0
11,05/03/2019,,,15.55,16.40,15.35,16.40,,4320,0,11.57,1.05 (6.84 %),67000000,0
12,04/03/2019,,,16.50,16.50,15.35,15.35,,600,0,10.82,-1.15 (-6.97 %),9000000,0
13,01/03/2019,,,16.50,16.50,16.50,16.50,,1110,0,11.64,0.00 (0.00 %),18000000,0
14,28/02/2019,,,16.40,16.50,16.40,16.50,,1570,0,11.64,0.00 (0.00 %),26000000,0
15,27/02/2019,,,15.40,16.50,15.40,16.50,,20,0,11.64,0.00 (0.00 %),0,0
16,26/02/2019,,,16.50,16.60,16.50,16.50,,1840,0,11.64,-0.15 (-0.90 %),30000000,0
17,25/02/2019,,,16.65,16.65,16.60,16.65,,1430,0,11.74,-0.05 (-0.30 %),24000000,0
18,22/02/2019,,,16.70,16.70,16.65,16.70,,180,0,11.78,0.10 (0.60 %),3000000,0
19,21/02/2019,,,16.60,16.60,16.60,16.60,,3970,0,11.71,-0.15 (-0.90 %),66000000,0
20,20/02/2019,,,16.70,16.75,15.65,16.75,,6020,0,11.81,0.00 (0.00 %),100000000,0
21,19/02/2019,,,16.75,16.75,16.75,16.75,,3700,0,11.81,0.00 (0.00 %),62000000,0
2,18/02/2019,,,16.80,16.80,16.75,16.75,,2230,0,11.81,-1.25 (-6.94 %),37000000,0
3,15/02/2019,,,17.45,18.00,17.00,18.00,,25380,0,11.85,0.60 (3.45 %),449000000,0
4,14/02/2019,,,17.10,17.40,16.90,17.40,,18410,0,11.45,0.45 (2.65 %),315000000,0
5,13/02/2019,,,17.65,17.65,16.60,16.95,,22350,0,11.16,0.45 (2.73 %),380000000,0
6,12/02/2019,,,16.50,17.40,16.50,16.50,,10650,0,10.86,0.20 (1.23 %),180000000,0
7,11/02/2019,,,16.05,16.30,16.05,16.30,,5000,0,10.73,0.25 (1.56 %),81000000,0
8,01/02/2019,,,16.05,16.05,16.05,16.05,,0,0,10.56,0.00 (0.00 %),0,0
9,31/01/2019,,,16.05,16.05,16.05,16.05,,230,0,10.56,-0.95 (-5.59 %),4000000,0
10,30/01/2019,,,16.80,17.00,16.80,17.00,,5000,0,11.19,0.20 (1.19 %),84000000,0
11,29/01/2019,,,16.80,16.80,16.80,16.80,,0,0,11.06,0.00 (0.00 %),0,0
12,28/01/2019,,,16.90,17.00,16.80,16.80,,10000,0,11.06,-0.60 (-3.45 %),169000000,0
13,25/01/2019,,,17.40,17.40,16.30,17.40,,6810,0,11.45,0.40 (2.35 %),112000000,0
14,24/01/2019,,,17.00,17.00,17.00,17.00,,20,0,11.19,-0.65 (-3.68 %),0,0
15,23/01/2019,,,17.65,17.65,17.65,17.65,,10,0,11.62,1.15 (6.97 %),0,0
16,22/01/2019,,,16.50,16.50,16.50,16.50,,0,0,10.86,0.00 (0.00 %),0,0
17,21/01/2019,,,16.30,17.00,16.25,16.50,,10050,0,10.86,-0.90 (-5.17 %),171000000,0
18,18/01/2019,,,17.40,17.40,17.40,17.40,,10,0,11.45,1.10 (6.75 %),0,0
19,17/01/2019,,,16.50,16.50,16.30,16.30,,7000,0,10.73,-0.20 (-1.21 %),115000000,0
20,16/01/2019,,,16.50,17.00,16.50,16.50,,72060,0,10.86,0.00 (0.00 %),1224000000,0
21,15/01/2019,,,16.60,16.60,16.50,16.50,,2340,0,10.86,-0.10 (-0.60 %),39000000,0
2,14/01/2019,,,16.60,16.60,16.60,16.60,,10000,0,10.93,-0.10 (-0.60 %),166000000,0
3,11/01/2019,,,16.70,16.70,16.70,16.70,,5000,0,10.99,0.00 (0.00 %),84000000,0
4,10/01/2019,,,16.70,16.70,16.70,16.70,,10,0,10.99,0.00 (0.00 %),0,0
5,09/01/2019,,,16.70,16.70,16.65,16.70,,21000,0,10.99,-0.10 (-0.60 %),351000000,0
6,08/01/2019,,,16.80,16.80,16.80,16.80,,7680,0,11.06,0.00 (0.00 %),129000000,0
7,07/01/2019,,,15.10,16.80,15.10,16.80,,420,0,11.06,0.90 (5.66 %),7000000,0
8,04/01/2019,,,18.10,18.10,15.85,15.90,,4220,0,10.46,-1.10 (-6.47 %),67000000,0
9,03/01/2019,,,16.70,17.00,16.70,17.00,,130,0,11.19,0.00 (0.00 %),2000000,0
10,02/01/2019,,,17.00,17.40,17.00,17.00,,410,0,11.19,-1.10 (-6.08 %),7000000,0
11,28/12/2018,,,18.10,18.10,18.10,18.10,,50,0,11.91,-0.90 (-4.74 %),1000000,0
12,27/12/2018,,,19.80,19.80,19.00,19.00,,50,0,12.51,-0.80 (-4.04 %),1000000,0
13,26/12/2018,,,19.80,19.80,19.80,19.80,,0,0,13.03,0.00 (0.00 %),0,0
14,25/12/2018,,,18.90,20.00,17.50,19.80,,660,0,13.03,1.00 (5.32 %),12000000,0
15,24/12/2018,,,18.80,18.80,18.80,18.80,,340,0,12.37,0.00 (0.00 %),6000000,0
16,21/12/2018,,,18.80,18.80,18.50,18.80,,6660,0,12.37,0.30 (1.62 %),124000000,0
17,20/12/2018,,,18.10,18.50,18.10,18.50,,10150,0,12.18,0.40 (2.21 %),185000000,0
18,19/12/2018,,,18.10,18.10,18.10,18.10,,0,4260250,11.91,0.00 (0.00 %),0,77110525000
19,18/12/2018,,,18.10,18.10,18.10,18.10,,0,0,11.91,0.00 (0.00 %),0,0
20,17/12/2018,,,18.10,18.10,18.10,18.10,,10,0,11.91,0.15 (0.84 %),0,0
21,14/12/2018,,,17.95,17.95,17.95,17.95,,0,0,11.81,0.00 (0.00 %),0,0
2,13/12/2018,,,17.95,17.95,17.95,17.95,,20,0,11.81,0.95 (5.59 %),0,0
3,12/12/2018,,,17.00,17.00,17.00,17.00,,20000,0,11.19,0.00 (0.00 %),340000000,0
4,11/12/2018,,,17.05,17.05,17.00,17.00,,2060,0,11.19,-0.10 (-0.58 %),35000000,0
5,10/12/2018,,,17.10,17.10,17.10,17.10,,0,0,11.25,0.00 (0.00 %),0,0
6,07/12/2018,,,17.10,17.10,17.10,17.10,,10,0,11.25,-0.85 (-4.74 %),0,0
7,06/12/2018,,,17.95,17.95,17.95,17.95,,20,0,11.81,0.00 (0.00 %),0,0
8,05/12/2018,,,17.95,17.95,17.95,17.95,,10,0,11.81,0.15 (0.84 %),0,0
9,04/12/2018,,,17.80,17.80,17.80,17.80,,10,0,11.72,0.00 (0.00 %),0,0
10,03/12/2018,,,17.80,17.80,17.80,17.80,,10,0,11.72,0.80 (4.71 %),0,0
11,30/11/2018,,,17.00,17.00,17.00,17.00,,0,0,11.19,0.00 (0.00 %),0,0
12,29/11/2018,,,17.00,17.00,17.00,17.00,,0,0,11.19,0.00 (0.00 %),0,0
13,28/11/2018,,,17.00,17.00,17.00,17.00,,7000,0,11.19,0.35 (2.10 %),119000000,0
14,27/11/2018,,,16.65,16.65,16.65,16.65,,20,0,10.96,-0.85 (-4.86 %),0,0
15,26/11/2018,,,17.50,17.50,17.50,17.50,,300,0,11.52,-0.90 (-4.89 %),5000000,0
16,23/11/2018,,,18.40,18.40,18.40,18.40,,0,0,12.11,0.00 (0.00 %),0,0
17,22/11/2018,,,17.60,18.40,17.60,18.40,,1110,0,12.11,0.80 (4.55 %),20000000,0
18,21/11/2018,,,17.60,17.60,17.60,17.60,,0,0,11.58,0.00 (0.00 %),0,0
19,20/11/2018,,,17.60,17.60,17.60,17.60,,10,0,11.58,1.10 (6.67 %),0,0
20,19/11/2018,,,16.50,16.50,16.50,16.50,,0,0,10.86,0.00 (0.00 %),0,0
21,16/11/2018,,,16.50,16.50,16.50,16.50,,10,0,10.86,-1.10 (-6.25 %),0,0
2,15/11/2018,,,17.60,17.60,17.60,17.60,,2000,0,11.58,0.10 (0.57 %),35000000,0
3,14/11/2018,,,17.50,17.50,17.50,17.50,,0,0,11.52,0.00 (0.00 %),0,0
4,13/11/2018,,,17.50,17.50,17.50,17.50,,2760,0,11.52,-0.50 (-2.78 %),48000000,0
5,12/11/2018,,,18.00,18.00,18.00,18.00,,10,0,11.85,0.70 (4.05 %),0,0
6,09/11/2018,,,16.20,17.30,16.20,17.30,,80,0,11.39,0.00 (0.00 %),1000000,0
7,08/11/2018,,,16.15,17.30,16.10,17.30,,110,0,11.39,0.10 (0.58 %),2000000,0
8,07/11/2018,,,17.20,17.20,17.20,17.20,,0,0,11.32,0.00 (0.00 %),0,0
9,06/11/2018,,,16.05,17.20,16.00,17.20,,110,0,11.32,0.05 (0.29 %),2000000,0
10,05/11/2018,,,16.20,17.15,15.80,17.15,,129240,0,11.29,0.95 (5.86 %),2068000000,0
11,02/11/2018,,,17.10,17.10,16.20,16.20,,770,0,10.66,-0.90 (-5.26 %),13000000,0
12,01/11/2018,,,17.10,17.10,17.10,17.10,,0,0,11.25,0.00 (0.00 %),0,0
13,31/10/2018,,,18.30,18.30,17.10,17.10,,20,0,11.25,-0.30 (-1.72 %),0,0
14,30/10/2018,,,17.00,17.40,17.00,17.40,,6290,0,11.45,0.40 (2.35 %),107000000,0
15,29/10/2018,,,17.00,17.00,17.00,17.00,,90,0,11.19,-0.90 (-5.03 %),2000000,0
